상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220808013278,댕리단커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,41,경기도,41171,안양시 만안구,41171530,안양3동,4117110100,안양동,4117110100108730109,1,대지,873.0,109.0,경기도 안양시 만안구 안양동 873-109,411714346201.0,경기도 안양시 만안구 안양로329번길,54.0,,4117110100108730109011974,,경기도 안양시 만안구 안양로329번길 54,430838.0,14005,,1,,126.916238287016,37.4009374153748
MA010120220808152155,도시공간,,M1,과학·기술,M109,기술 서비스,M10999,기타 엔지니어링 서비스업,M72129,기타 엔지니어링 서비스업,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200107920002,1,대지,792.0,2.0,경기도 안양시 동안구 관양동 792-2,411733196015.0,경기도 안양시 동안구 벌말로,123.0,,4117310200107920002013332,평촌스마트베이,경기도 안양시 동안구 벌말로 123,431804.0,14056,,,,126.968292500258,37.3994748121322
MA010120220808148436,소보로아이엔씨,,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200107920002,1,대지,792.0,2.0,경기도 안양시 동안구 관양동 792-2,411733196015.0,경기도 안양시 동안구 벌말로,123.0,,4117310200107920002013332,평촌스마트베이,경기도 안양시 동안구 벌말로 123,431804.0,14056,,,,126.968292500258,37.3994748121322
MA010120220808148298,에스바드,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,S96129,체형 등 기타 신체 관리 서비스업,41,경기도,41171,안양시 만안구,41171560,안양6동,4117110100,안양동,4117110100105340000,1,대지,534.0,,경기도 안양시 만안구 안양동 534,411713182016.0,경기도 안양시 만안구 안양로,110.0,,4117110100105340000010211,엘리제빌리지,경기도 안양시 만안구 안양로 110,430725.0,14035,,2,,126.933792675855,37.3848057829689
MA010120220808148386,홍가네반찬,,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47218,조리 반찬류 소매업,41,경기도,41171,안양시 만안구,41171540,안양4동,4117110100,안양동,4117110100106760123,1,대지,676.0,123.0,경기도 안양시 만안구 안양동 676-123,411714346298.0,경기도 안양시 만안구 장내로125번길,15.0,,4117110100106760123008706,,경기도 안양시 만안구 장내로125번길 15,430832.0,14001,,2,,126.921131067791,37.3976302115823
MA010120220808152446,안양에이에프에이축구아카데미,,P1,교육,P106,기타 교육,P10603,요가/필라테스 학원,P85612,기타 스포츠 교육기관,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200114730001,1,대지,1473.0,1.0,경기도 안양시 동안구 관양동 1473-1,411732182001.0,경기도 안양시 동안구 관악대로,422.0,,4117310200114730001003424,,경기도 안양시 동안구 관악대로 422,431808.0,13948,,,,126.969625235646,37.4044242714685
MA010120220808144876,모아,,I2,음식,I211,주점,I21101,일반 유흥 주점,I56211,일반 유흥 주점업,41,경기도,41171,안양시 만안구,41171560,안양6동,4117110100,안양동,4117110100105340003,1,대지,534.0,3.0,경기도 안양시 만안구 안양동 534-3,411714346175.0,경기도 안양시 만안구 안양로112번길,20.0,,4117110100105340003010561,,경기도 안양시 만안구 안양로112번길 20,430824.0,14035,,지,,126.934376350489,37.3850543316925
MA010120220808148655,GS25박달우회로점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,41,경기도,41171,안양시 만안구,41171621,박달1동,4117110300,박달동,4117110300100280001,1,대지,28.0,1.0,경기도 안양시 만안구 박달동 28-1,411713182006.0,경기도 안양시 만안구 박달우회로,138.0,,4117110300100280001013283,,경기도 안양시 만안구 박달우회로 138,430846.0,13986,,1,,126.910044378474,37.4074852513334
MA010120220808148939,비와이교육그룹,,P1,교육,P107,교육 지원,P10701,교육컨설팅업,P85701,교육관련 자문 및 평가업,41,경기도,41171,안양시 만안구,41171611,충훈동,4117110200,석수동,4117110200107860000,1,대지,786.0,,경기도 안양시 만안구 석수동 786,411713182026.0,경기도 안양시 만안구 충훈로,92.0,,4117110200107870000020900,석수코오롱하늘채,경기도 안양시 만안구 충훈로 92,430853.0,13972,,5,,126.898478693716,37.4089639236923
MA010120220808144883,롯데스케쳐스USA,,G2,소매,G209,섬유·의복·신발 소매,G20910,신발 소매업,G47430,신발 소매업,41,경기도,41173,안양시 동안구,41173610,범계동,4117310400,호계동,4117310400110390000,1,대지,1039.0,,경기도 안양시 동안구 호계동 1039,411732182002.0,경기도 안양시 동안구 시민대로,180.0,,4117310400110390000000001,GSQURE;롯데백화점평촌점,경기도 안양시 동안구 시민대로 180,431812.0,14073,,3,,126.95000471725,37.3899157174095
MA010120220808153183,디자인모멘트,,M1,과학·기술,M112,전문 디자인,M11201,인테리어 디자인업,M73201,인테리어 디자인업,41,경기도,41173,안양시 동안구,41173552,관양동,4117310200,관양동,4117310200117110002,1,대지,1711.0,2.0,경기도 안양시 동안구 관양동 1711-2,411733183022.0,경기도 안양시 동안구 동편로,35.0,,4117310200100990012000002,,경기도 안양시 동안구 동편로 35,431061.0,13929,,,,126.972848308506,37.4074438516107
MA010120220808149119,파프리카,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,41,경기도,41173,안양시 동안구,41173610,범계동,4117310400,호계동,4117310400110390000,1,대지,1039.0,,경기도 안양시 동안구 호계동 1039,411732182002.0,경기도 안양시 동안구 시민대로,180.0,,4117310400110390000000001,GSQURE;롯데백화점평촌점,경기도 안양시 동안구 시민대로 180,431812.0,14073,,2,,126.95000471725,37.3899157174095
MA010120220808160040,복희네,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,41,경기도,41173,안양시 동안구,41173566,부림동,4117310200,관양동,4117310200115860000,1,대지,1586.0,,경기도 안양시 동안구 관양동 1586,411733012016.0,경기도 안양시 동안구 학의로,120.0,,4117310200115860000005049,한가람한양아파트,경기도 안양시 동안구 학의로 120,431782.0,14049,,1,,126.95342789882,37.39956042937
MA010120220808157518,베이스주짓수,,P1,교육,P106,기타 교육,P10601,태권도/무술학원,P85611,태권도 및 무술 교육기관,41,경기도,41173,안양시 동안구,41173566,부림동,4117310200,관양동,4117310200116040001,1,대지,1604.0,1.0,경기도 안양시 동안구 관양동 1604-1,411734349080.0,경기도 안양시 동안구 관평로182번길,48.0,,4117310200116040001007361,신세대상가,경기도 안양시 동안구 관평로182번길 48,431815.0,14066,,,,126.962927598204,37.3937421541102
MA010120220808145297,유니넷,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,41,경기도,41171,안양시 만안구,41171600,석수2동,4117110200,석수동,4117110200102900024,1,대지,290.0,24.0,경기도 안양시 만안구 석수동 290-24,411713182012.0,경기도 안양시 만안구 석천로,171.0,,4117110200102900024003588,,경기도 안양시 만안구 석천로 171,430807.0,13968,,2,,126.907875547747,37.4121597560456
MA010120220808168357,IDALAB컨설팅,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,41,경기도,41171,안양시 만안구,41171530,안양3동,4117110100,안양동,4117110100109080004,1,대지,908.0,4.0,경기도 안양시 만안구 안양동 908-4,411714346259.0,경기도 안양시 만안구 양화로71번길,24.0,,4117110100109080004004954,진흥아파트,경기도 안양시 만안구 양화로71번길 24,430842.0,14009,,3,,126.911054431789,37.4001328944508
MA010120220808157742,왕부,,S2,수리·개인,S208,욕탕·신체관리,S20802,마사지/안마,S96122,마사지업,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200115050029,1,대지,1505.0,29.0,경기도 안양시 동안구 관양동 1505-29,411733012010.0,경기도 안양시 동안구 안양판교로,20.0,,4117310200115050029003477,신한데뷰오피스텔,경기도 안양시 동안구 안양판교로 20,431810.0,13943,,,,126.978039798079,37.400289325736
MA010120220808149636,에이스이용원,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96111,이용업,41,경기도,41173,안양시 동안구,41173552,관양동,4117310200,관양동,4117310200114330008,1,대지,1433.0,8.0,경기도 안양시 동안구 관양동 1433-8,411734349069.0,경기도 안양시 동안구 관악대로389번길,6.0,,4117310200114330008000282,,경기도 안양시 동안구 관악대로389번길 6,431807.0,13939,,1,,126.966080502131,37.4051051676964
MA010120220808145923,네일레브문,,S2,수리·개인,S207,이용·미용,S20703,네일숍,S96119,기타 미용업,41,경기도,41173,안양시 동안구,41173552,관양동,4117310200,관양동,4117310200117240000,1,대지,1724.0,,경기도 안양시 동안구 관양동 1724,411733183022.0,경기도 안양시 동안구 동편로,22.0,,4117310200117240000000001,안양KTOWN오피스텔,경기도 안양시 동안구 동편로 22,431061.0,13929,,2,,126.972142831645,37.4061672191537
MA010120220808146052,효자원한약국,,G2,소매,G215,의약·화장품 소매,G21501,약국,G47811,의약품 및 의료용품 소매업,41,경기도,41171,안양시 만안구,41171581,안양9동,4117110100,안양동,4117110100107590059,1,대지,759.0,59.0,경기도 안양시 만안구 안양동 759-59,411713182007.0,경기도 안양시 만안구 병목안로,121.0,,4117110100107590059009519,,경기도 안양시 만안구 병목안로 121,430836.0,14020,,1,,126.909850811301,37.3927781517814
MA010120220808146654,전이야,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,41,경기도,41173,안양시 동안구,41173600,호계3동,4117310400,호계동,4117310400108010004,1,대지,801.0,4.0,경기도 안양시 동안구 호계동 801-4,411732012008.0,경기도 안양시 동안구 경수대로,472.0,,4117310400108010004006011,영풍주상복합아파트,경기도 안양시 동안구 경수대로 472,431834.0,14125,,2,,126.959248506096,37.3649567531527
MA010120220808150399,스마일투어,,N1,시설관리·임대,N105,여행사·보조,N10501,여행사,N75210,여행사업,41,경기도,41173,안양시 동안구,41173540,부흥동,4117310100,비산동,4117310100111070000,1,대지,1107.0,,경기도 안양시 동안구 비산동 1107,411732182002.0,경기도 안양시 동안구 시민대로,161.0,,4117310100111070000005176,안양무역센터,경기도 안양시 동안구 시민대로 161,431817.0,14048,,,,126.949172386206,37.3904850056418
MA010120220808146665,안심축산물판매점,,G2,소매,G205,식료품 소매,G20503,정육점,G47212,육류 소매업,41,경기도,41173,안양시 동안구,41173510,비산1동,4117310100,비산동,4117310100105150002,1,대지,515.0,2.0,경기도 안양시 동안구 비산동 515-2,411733183009.0,경기도 안양시 동안구 비산로,18.0,,4117310100105150002002078,평촌자이아이파크,경기도 안양시 동안구 비산로 18,431818.0,13924,,1,,126.933259637485,37.4001100519753
MA010120220808150493,융창할인마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47121,슈퍼마켓,41,경기도,41173,안양시 동안구,41173590,호계2동,4117310400,호계동,4117310400109270009,1,대지,927.0,9.0,경기도 안양시 동안구 호계동 927-9,411733183004.0,경기도 안양시 동안구 귀인로,108.0,,4117310400109270009004177,,경기도 안양시 동안구 귀인로 108,431837.0,14081,,,,126.951740084371,37.3820738157582
MA010120220808153344,크라운맨즈헤어,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,41,경기도,41173,안양시 동안구,41173610,범계동,4117310400,호계동,4117310400110480003,1,대지,1048.0,3.0,경기도 안양시 동안구 호계동 1048-3,411732183002.0,경기도 안양시 동안구 평촌대로,217.0,,4117310400110480003005170,한솔센트럴파크I,경기도 안양시 동안구 평촌대로 217,431779.0,14072,,,,126.955618287715,37.390659251122
MA010120220808146921,엘에스평촌하이에이에프811,,M1,과학·기술,M112,전문 디자인,M11203,시각 디자인업,M73203,시각 디자인업,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200109220000,1,대지,922.0,,경기도 안양시 동안구 관양동 922,411733196015.0,경기도 안양시 동안구 벌말로,66.0,,4117310200109220000000001,평촌역하이필드,경기도 안양시 동안구 벌말로 66,431804.0,14058,,,,126.970079690029,37.3943272844221
MA010120220808149753,조쉬나인디테일링,,S2,수리·개인,S203,자동차 수리·세차,S20302,자동차 세차장,S95213,자동차 세차업,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200108890000,1,대지,889.0,,경기도 안양시 동안구 관양동 889,411734349149.0,경기도 안양시 동안구 시민대로365번길,39.0,,4117310200108890000006774,동일테크노타운,경기도 안양시 동안구 시민대로365번길 39,431804.0,14057,,1,,126.970400695843,37.3981055474026
MA010120220808147424,러브레터,,I2,음식,I210,기타 간이,I21003,피자,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,41,경기도,41171,안양시 만안구,41171520,안양2동,4117110100,안양동,4117110100108360024,1,대지,836.0,24.0,경기도 안양시 만안구 안양동 836-24,411714346214.0,경기도 안양시 만안구 안양로417번길,8.0,,4117110100108360024012071,,경기도 안양시 만안구 안양로417번길 8,430840.0,13985,,1,,126.913464520555,37.4076518915821
MA010120220808155578,앤유,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,41,경기도,41173,안양시 동안구,41173576,평안동,4117310300,평촌동,4117310300108970000,1,대지,897.0,,경기도 안양시 동안구 평촌동 897,411732182002.0,경기도 안양시 동안구 시민대로,312.0,,4117310300108970000008084,평촌칼라힐주차빌딩,경기도 안양시 동안구 시민대로 312,431828.0,14065,,2,,126.964873850285,37.3951108069572
MA010120220808155703,단정,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,41,경기도,41173,안양시 동안구,41173570,평촌동,4117310300,평촌동,4117310300101260001,1,대지,126.0,1.0,경기도 안양시 동안구 평촌동 126-1,411732000018.0,경기도 안양시 동안구 흥안대로,415.0,,4117310300101260001006859,두산벤처다임,경기도 안양시 동안구 흥안대로 415,431755.0,14059,,,,126.972928839766,37.3916128232743
MA010120220808170651,젤다픽스,,S2,수리·개인,S202,통신장비 수리,S20201,핸드폰/통신장비 수리업,S95120,통신장비 수리업,41,경기도,41173,안양시 동안구,41173580,호계1동,4117310400,호계동,4117310400110020023,1,대지,1002.0,23.0,경기도 안양시 동안구 호계동 1002-23,411734349017.0,경기도 안양시 동안구 경수대로544번길,20.0,,4117310400110020023006059,,경기도 안양시 동안구 경수대로544번길 20,431841.0,14112,,,,126.959183587638,37.3712907007266
MA010120220808242061,오케이뮤직,,G2,소매,G212,기타 생활용품 소매,G21203,악기 소매업,G47593,악기 소매업,41,경기도,41173,안양시 동안구,41173510,비산1동,4117310100,비산동,4117310100105570034,1,대지,557.0,34.0,경기도 안양시 동안구 비산동 557-34,411732182001.0,경기도 안양시 동안구 관악대로,69.0,,4117310100105570034003500,,경기도 안양시 동안구 관악대로 69,431822.0,13956,,1,,126.932047835657,37.3979545831585
MA010120220808257826,테리픽잼,,G2,소매,G213,오락용품 소매,G21303,음반/비디오물 소매업,G47620,음반 및 비디오물 소매업,41,경기도,41173,안양시 동안구,41173552,관양동,4117310200,관양동,4117310200117100003,1,대지,1710.0,3.0,경기도 안양시 동안구 관양동 1710-3,411733183022.0,경기도 안양시 동안구 동편로,41.0,,4117310200117100003000001,,경기도 안양시 동안구 동편로 41,431061.0,13929,,1,,126.973190929587,37.4079964772045
MA010120220808245983,약속드림치과,,Q1,보건의료,Q102,의원,Q10210,치과의원,Q86202,치과의원,41,경기도,41171,안양시 만안구,41171540,안양4동,4117110100,안양동,4117110100106760101,1,대지,676.0,101.0,경기도 안양시 만안구 안양동 676-101,411713182016.0,경기도 안양시 만안구 안양로,293.0,,4117110100106760101013446,중앙빌딩,경기도 안양시 만안구 안양로 293,430832.0,14001,,2,,126.921414991375,37.3983085985411
MA010120220808254442,루나,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,41,경기도,41173,안양시 동안구,41173540,부흥동,4117310100,비산동,4117310100111080000,1,대지,1108.0,,경기도 안양시 동안구 비산동 1108,411732182002.0,경기도 안양시 동안구 시민대로,171.0,,4117310100111080000005145,금강벤처텔,경기도 안양시 동안구 시민대로 171,431817.0,14048,,,,126.950010336109,37.3911322057419
MA010120220808242848,씨홀스디자인,,M1,과학·기술,M112,전문 디자인,M11202,제품 디자인업,M73202,제품 디자인업,41,경기도,41171,안양시 만안구,41171570,안양7동,4117110100,안양동,4117110100114320000,1,대지,1432.0,,경기도 안양시 만안구 안양동 1432,411714346052.0,경기도 안양시 만안구 덕천로152번길,25.0,,4117110100101890000020804,안양아이에스BIZ타워센트럴,경기도 안양시 만안구 덕천로152번길 25,430017.0,14084,,,,126.938297255633,37.3928838102615
MA010120220808246875,킴스필라테스,,P1,교육,P106,기타 교육,P10603,요가/필라테스 학원,P85612,기타 스포츠 교육기관,41,경기도,41173,안양시 동안구,41173620,신촌동,4117310400,호계동,4117310400110650004,1,대지,1065.0,4.0,경기도 안양시 동안구 호계동 1065-4,411732183002.0,경기도 안양시 동안구 평촌대로,119.0,1.0,4117310400110650004004901,,경기도 안양시 동안구 평촌대로 119-1,431827.0,14099,,,,126.9597929613,37.3827576501477
MA010120220808251052,쌈쌈대패,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200115020006,1,대지,1502.0,6.0,경기도 안양시 동안구 관양동 1502-6,411732000018.0,경기도 안양시 동안구 흥안대로,519.0,,4117310200115020006008461,아이퍼스트타워,경기도 안양시 동안구 흥안대로 519,431846.0,13951,,6,,126.976153344473,37.4003090481628
MA010120220808251454,용인화성강군,,N1,시설관리·임대,N101,시설관리,N10101,사업시설 유지·관리 서비스업,N74100,사업시설 유지ㆍ관리 서비스업,41,경기도,41173,안양시 동안구,41173610,범계동,4117310400,호계동,4117310400110390000,1,대지,1039.0,,경기도 안양시 동안구 호계동 1039,411732182002.0,경기도 안양시 동안구 시민대로,180.0,,4117310400110390000000001,GSQURE;롯데백화점평촌점,경기도 안양시 동안구 시민대로 180,431812.0,14073,,17,,126.95000471725,37.3899157174095
MA010120220808243706,청담이상안양범계역점,,I2,음식,I211,주점,I21104,요리 주점,I56122,일식 음식점업,41,경기도,41173,안양시 동안구,41173610,범계동,4117310400,호계동,4117310400110440004,1,대지,1044.0,4.0,경기도 안양시 동안구 호계동 1044-4,411734349201.0,경기도 안양시 동안구 평촌대로223번길,20.0,,4117310400110440004003560,,경기도 안양시 동안구 평촌대로223번길 20,431812.0,14072,,3,,126.954423902848,37.3912794421335
MA010120220808264573,꽃돼지식당직화구이,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56111,한식 일반 음식점업,41,경기도,41171,안양시 만안구,41171570,안양7동,4117110100,안양동,4117110100102020006,1,대지,202.0,6.0,경기도 안양시 만안구 안양동 202-6,411713183014.0,경기도 안양시 만안구 덕천로,33.0,,4117110100102020006009634,동일테크노타운,경기도 안양시 만안구 덕천로 33,430729.0,14088,,1,,126.936187110657,37.3839713355461
MA010120220808260720,씨유안양메가트리아,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,41,경기도,41171,안양시 만안구,41171570,안양7동,4117110100,안양동,4117110100113940000,1,대지,1394.0,,경기도 안양시 만안구 안양동 1394,411713182017.0,경기도 안양시 만안구 안양천서로,177.0,,4117110100101480001000001,래미안안양메가트리아,경기도 안양시 만안구 안양천서로 177,430017.0,14038,,1,,126.936474378937,37.39401178017
MA010120220808252390,자강한방병원,,Q1,보건의료,Q101,병원,Q10104,한방병원,Q86104,한방병원,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200115020006,1,대지,1502.0,6.0,경기도 안양시 동안구 관양동 1502-6,411732000018.0,경기도 안양시 동안구 흥안대로,519.0,,4117310200115020006008461,아이퍼스트타워,경기도 안양시 동안구 흥안대로 519,431846.0,13951,,14,,126.976153344473,37.4003090481628
MA010120220808256685,길약국,,G2,소매,G215,의약·화장품 소매,G21501,약국,G47811,의약품 및 의료용품 소매업,41,경기도,41173,안양시 동안구,41173510,비산1동,4117310100,비산동,4117310100105540009,1,대지,554.0,9.0,경기도 안양시 동안구 비산동 554-9,411733183009.0,경기도 안양시 동안구 비산로,21.0,,4117310100105540009009213,자이파크몰,경기도 안양시 동안구 비산로 21,431822.0,13925,,1,,126.93262850689,37.4000142498973
MA010120220808248520,더블유엠,,G2,소매,G208,가전·통신 소매,G20803,가전제품 소매업,G47320,가전제품 소매업,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200107920002,1,대지,792.0,2.0,경기도 안양시 동안구 관양동 792-2,411733196015.0,경기도 안양시 동안구 벌말로,123.0,,4117310200107920002013332,평촌스마트베이,경기도 안양시 동안구 벌말로 123,431804.0,14056,,,,126.968292500258,37.3994748121322
MA010120220808265090,엠제이스킨앤바디,,S2,수리·개인,S207,이용·미용,S20702,피부 관리실,S96113,피부 미용업,41,경기도,41173,안양시 동안구,41173566,부림동,4117310200,관양동,4117310200115910012,1,대지,1591.0,12.0,경기도 안양시 동안구 관양동 1591-12,411733183003.0,경기도 안양시 동안구 관평로,183.0,,4117310200115910012000001,평촌자이엘라,경기도 안양시 동안구 관평로 183,431815.0,14067,,2,,126.959503376719,37.3930903366724
MA010120220808249034,원스디자인,,M1,과학·기술,M112,전문 디자인,M11202,제품 디자인업,M73202,제품 디자인업,41,경기도,41173,안양시 동안구,41173580,호계1동,4117310400,호계동,4117310400105550026,1,대지,555.0,26.0,경기도 안양시 동안구 호계동 555-26,411734349274.0,경기도 안양시 동안구 엘에스로116번길,91.0,,4117310400105550026000001,,경기도 안양시 동안구 엘에스로116번길 91,431831.0,14118,,6,,126.949157697749,37.3745450063543
MA010120220808244829,오드리,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47414,셔츠 및 블라우스 소매업,41,경기도,41173,안양시 동안구,41173566,부림동,4117310200,관양동,4117310200116080004,1,대지,1608.0,4.0,경기도 안양시 동안구 관양동 1608-4,411733183008.0,경기도 안양시 동안구 부림로,121.0,,4117310200116080004004904,동아프라자아케이드,경기도 안양시 동안구 부림로 121,431815.0,14066,,1,,126.964446834709,37.3941339167116
MA010120220808249196,긴자료코안양범계점,,I2,음식,I203,일식,I20302,일식 카레/돈가스/덮밥,I56111,한식 일반 음식점업,41,경기도,41173,안양시 동안구,41173610,범계동,4117310400,호계동,4117310400110440001,1,대지,1044.0,1.0,경기도 안양시 동안구 호계동 1044-1,411734349201.0,경기도 안양시 동안구 평촌대로223번길,28.0,,4117310400110440002005159,,경기도 안양시 동안구 평촌대로223번길 28,431812.0,14072,,1,,126.954008110676,37.3911315943212
MA010120220808245345,아라닭강정,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,41,경기도,41171,안양시 만안구,41171540,안양4동,4117110100,안양동,4117110100106760103,1,대지,676.0,103.0,경기도 안양시 만안구 안양동 676-103,411713182016.0,경기도 안양시 만안구 안양로,291.0,,4117110100106760103008000,,경기도 안양시 만안구 안양로 291,430832.0,14001,,,,126.921654461638,37.3981485915883
MA010120220808257911,에스푸드,,I2,음식,I207,구내식당·뷔페,I20701,구내식당,I56130,기관 구내식당업,41,경기도,41171,안양시 만안구,41171540,안양4동,4117110100,안양동,4117110100106270287,1,대지,627.0,287.0,경기도 안양시 만안구 안양동 627-287,411713182023.0,경기도 안양시 만안구 장내로,128.0,2.0,4117110100106270287014121,만안구구두수선대2009-00007,경기도 안양시 만안구 장내로 128-2,430832.0,13997,,5,,126.922176953922,37.397153176463
MA010120220808257746,아이센스리그PC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,S95110,컴퓨터 및 주변 기기 수리업,41,경기도,41171,안양시 만안구,41171510,안양1동,4117110100,안양동,4117110100106740091,1,대지,674.0,91.0,경기도 안양시 만안구 안양동 674-91,411714346195.0,경기도 안양시 만안구 안양로304번길,34.0,,4117110100106740091008365,,경기도 안양시 만안구 안양로304번길 34,430831.0,13992,,4,,126.922802979742,37.3999701955068
MA010120220808204046,센스모아,,G2,소매,G209,섬유·의복·신발 소매,G20910,신발 소매업,G47430,신발 소매업,41,경기도,41171,안양시 만안구,41171510,안양1동,4117110100,안양동,4117110100111890001,1,대지,1189.0,1.0,경기도 안양시 만안구 안양동 1189-1,411713182023.0,경기도 안양시 만안구 장내로,110.0,2.0,4117110100111890001007941,중앙지하상가,경기도 안양시 만안구 장내로 110-2,430754.0,13997,,,,126.921143635552,37.3991170787394
MA010120220808208489,박홍근플래그샵,,G2,소매,G209,섬유·의복·신발 소매,G20906,침구류/커튼 소매업,G47421,가정용 직물제품 소매업,41,경기도,41173,안양시 동안구,41173570,평촌동,4117310300,평촌동,4117310300100890013,1,대지,89.0,13.0,경기도 안양시 동안구 평촌동 89-13,411732000018.0,경기도 안양시 동안구 흥안대로,454.0,,4117310300100890005014310,,경기도 안양시 동안구 흥안대로 454,431070.0,14062,,1,,126.975917068211,37.3944320487065
MA010120220808204214,하다,,G2,소매,G218,장식품 소매,G21802,기념품점,G47842,기념품; 관광 민예품 및 장식용품 소매업,41,경기도,41173,안양시 동안구,41173620,신촌동,4117310400,호계동,4117310400110650004,1,대지,1065.0,4.0,경기도 안양시 동안구 호계동 1065-4,411732183002.0,경기도 안양시 동안구 평촌대로,119.0,1.0,4117310400110650004004901,,경기도 안양시 동안구 평촌대로 119-1,431827.0,14099,,1,,126.9597929613,37.3827576501477
MA010120220808204272,닥터스와니예,,Q1,보건의료,Q102,의원,Q10201,내과/소아과 의원,Q86201,일반의원,41,경기도,41173,안양시 동안구,41173610,범계동,4117310400,호계동,4117310400110500000,1,대지,1050.0,,경기도 안양시 동안구 호계동 1050,411734349200.0,경기도 안양시 동안구 평촌대로217번길,45.0,,4117310400110500000005100,평촌코아주차빌딩,경기도 안양시 동안구 평촌대로217번길 45,431812.0,14072,,2,,126.953516138912,37.3899648665528
MA010120220808209002,설렘헤어,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,41,경기도,41171,안양시 만안구,41171570,안양7동,4117110100,안양동,4117110100113890002,1,대지,1389.0,2.0,경기도 안양시 만안구 안양동 1389-2,411713182017.0,경기도 안양시 만안구 안양천서로,229.0,,4117110100101530009019796,,경기도 안양시 만안구 안양천서로 229,430017.0,14037,,,,126.931197874973,37.396568276638
MA010120220808204676,뉴욕돈까스,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,41,경기도,41171,안양시 만안구,41171560,안양6동,4117110100,안양동,4117110100105320012,1,대지,532.0,12.0,경기도 안양시 만안구 안양동 532-12,411714346175.0,경기도 안양시 만안구 안양로112번길,13.0,,4117110100105320012010198,,경기도 안양시 만안구 안양로112번길 13,430824.0,14035,,1,,126.933934352776,37.385167486321
MA010120220808200611,60계안양,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,41,경기도,41173,안양시 동안구,41173580,호계1동,4117310400,호계동,4117310400109490000,1,대지,949.0,,경기도 안양시 동안구 호계동 949,411732012008.0,경기도 안양시 동안구 경수대로,567.0,,4117310400109490000006858,,경기도 안양시 동안구 경수대로 567,431839.0,14116,,1,,126.957225145791,37.3733008541582
